"winners_id","winners","winning_tribe"
136,"Kim","Ulong"
138,"Angie","Ulong"
139,"James","Ulong"
140,"Ibrehem","Ulong"
141,"Bobby Jon","Ulong"
144,"Stephenie","Ulong"
137,"Willard","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
135,"Jeff","Ulong"
136,"Kim","Ulong"
138,"Angie","Ulong"
139,"James","Ulong"
140,"Ibrehem","Ulong"
141,"Bobby Jon","Ulong"
144,"Stephenie","Ulong"
137,"Willard","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
137,"Willard","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
137,"Willard","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
137,"Willard","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
137,"Willard","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
140,"Ibrehem",NA
139,"James","Ulong"
140,"Ibrehem","Ulong"
141,"Bobby Jon","Ulong"
144,"Stephenie","Ulong"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
142,"Coby","Koror"
143,"Janu","Koror"
145,"Gregg","Koror"
146,"Caryn","Koror"
147,"Jenn","Koror"
148,"Ian","Koror"
149,"Katie","Koror"
150,"Tom","Koror"
150,"Tom",NA
146,"Caryn",NA
145,"Gregg",NA
143,"Janu",NA
150,"Tom",NA
150,"Tom",NA
NA,NA,NA
148,"Ian",NA
145,"Gregg",NA
147,"Jenn",NA
149,"Katie",NA
148,"Ian",NA
148,"Ian",NA
150,"Tom",NA
150,"Tom",NA
150,"Tom",NA
150,"Tom",NA
114,"Dolly","Yasur"
116,"Mia","Yasur"
119,"Lisa","Yasur"
124,"Leann","Yasur"
125,"Ami","Yasur"
126,"Julie","Yasur"
127,"Eliza","Yasur"
128,"Scout","Yasur"
129,"Twila","Yasur"
114,"Dolly","Yasur"
116,"Mia","Yasur"
119,"Lisa","Yasur"
124,"Leann","Yasur"
125,"Ami","Yasur"
126,"Julie","Yasur"
127,"Eliza","Yasur"
128,"Scout","Yasur"
129,"Twila","Yasur"
114,"Dolly","Yasur"
116,"Mia","Yasur"
119,"Lisa","Yasur"
124,"Leann","Yasur"
125,"Ami","Yasur"
126,"Julie","Yasur"
127,"Eliza","Yasur"
128,"Scout","Yasur"
129,"Twila","Yasur"
115,"John P.","Lopevi"
117,"Brady","Lopevi"
118,"Travis","Lopevi"
120,"John K.","Lopevi"
121,"Rory","Lopevi"
122,"Lea","Lopevi"
123,"Chad","Lopevi"
130,"Chris","Lopevi"
115,"John P.","Lopevi"
117,"Brady","Lopevi"
118,"Travis","Lopevi"
120,"John K.","Lopevi"
121,"Rory","Lopevi"
122,"Lea","Lopevi"
123,"Chad","Lopevi"
130,"Chris","Lopevi"
115,"John P.","Lopevi"
117,"Brady","Lopevi"
118,"Travis","Lopevi"
120,"John K.","Lopevi"
121,"Rory","Lopevi"
122,"Lea","Lopevi"
123,"Chad","Lopevi"
130,"Chris","Lopevi"
120,"John K.",NA
125,"Ami",NA
119,"Lisa","Yasur"
124,"Leann","Yasur"
125,"Ami","Yasur"
126,"Julie","Yasur"
127,"Eliza","Yasur"
128,"Scout","Yasur"
129,"Twila","Yasur"
119,"Lisa","Yasur"
124,"Leann","Yasur"
125,"Ami","Yasur"
126,"Julie","Yasur"
127,"Eliza","Yasur"
128,"Scout","Yasur"
129,"Twila","Yasur"
120,"John K.","Lopevi"
122,"Lea","Lopevi"
123,"Chad","Lopevi"
126,"Julie","Lopevi"
129,"Twila","Lopevi"
130,"Chris","Lopevi"
120,"John K.","Lopevi"
122,"Lea","Lopevi"
123,"Chad","Lopevi"
126,"Julie","Lopevi"
129,"Twila","Lopevi"
130,"Chris","Lopevi"
120,"John K.","Lopevi"
122,"Lea","Lopevi"
123,"Chad","Lopevi"
126,"Julie","Lopevi"
129,"Twila","Lopevi"
130,"Chris","Lopevi"
120,"John K.","Lopevi"
122,"Lea","Lopevi"
123,"Chad","Lopevi"
126,"Julie","Lopevi"
129,"Twila","Lopevi"
130,"Chris","Lopevi"
121,"Rory","Yasur"
124,"Leann","Yasur"
125,"Ami","Yasur"
127,"Eliza","Yasur"
128,"Scout","Yasur"
121,"Rory","Yasur"
124,"Leann","Yasur"
125,"Ami","Yasur"
127,"Eliza","Yasur"
128,"Scout","Yasur"
122,"Lea",NA
124,"Leann",NA
126,"Julie",NA
125,"Ami",NA
125,"Ami",NA
123,"Chad",NA
130,"Chris",NA
127,"Eliza",NA
129,"Twila",NA
127,"Eliza",NA
125,"Ami",NA
127,"Eliza",NA
125,"Ami",NA
130,"Chris",NA
130,"Chris",NA
126,"Julie",NA
130,"Chris",NA
127,"Eliza",NA
130,"Chris",NA
130,"Chris",NA
94,"Rob C.","Chapera"
13,"Sue","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
96,"Jenna","Mogo Mogo"
16,"Richard","Mogo Mogo"
31,"Colby","Mogo Mogo"
46,"Lex","Mogo Mogo"
62,"Kathy","Mogo Mogo"
71,"Shii Ann","Mogo Mogo"
14,"Rudy","Saboga"
48,"Ethan","Saboga"
25,"Jerri","Saboga"
107,"Rupert","Saboga"
9,"Jenna L.","Saboga"
94,"Rob C.","Chapera"
13,"Sue","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
96,"Jenna","Mogo Mogo"
16,"Richard","Mogo Mogo"
31,"Colby","Mogo Mogo"
46,"Lex","Mogo Mogo"
62,"Kathy","Mogo Mogo"
71,"Shii Ann","Mogo Mogo"
94,"Rob C.","Chapera"
13,"Sue","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
96,"Jenna","Mogo Mogo"
16,"Richard","Mogo Mogo"
31,"Colby","Mogo Mogo"
46,"Lex","Mogo Mogo"
62,"Kathy","Mogo Mogo"
71,"Shii Ann","Mogo Mogo"
94,"Rob C.","Chapera"
13,"Sue","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
48,"Ethan","Saboga"
25,"Jerri","Saboga"
107,"Rupert","Saboga"
9,"Jenna L.","Saboga"
48,"Ethan","Saboga"
25,"Jerri","Saboga"
107,"Rupert","Saboga"
9,"Jenna L.","Saboga"
16,"Richard","Mogo Mogo"
31,"Colby","Mogo Mogo"
46,"Lex","Mogo Mogo"
62,"Kathy","Mogo Mogo"
71,"Shii Ann","Mogo Mogo"
16,"Richard","Mogo Mogo"
31,"Colby","Mogo Mogo"
48,"Ethan","Mogo Mogo"
25,"Jerri","Mogo Mogo"
46,"Lex","Mogo Mogo"
62,"Kathy","Mogo Mogo"
71,"Shii Ann","Mogo Mogo"
13,"Sue","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
107,"Rupert","Chapera"
9,"Jenna L.","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
13,"Sue","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
107,"Rupert","Chapera"
9,"Jenna L.","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
31,"Colby","Mogo Mogo"
48,"Ethan","Mogo Mogo"
25,"Jerri","Mogo Mogo"
46,"Lex","Mogo Mogo"
62,"Kathy","Mogo Mogo"
71,"Shii Ann","Mogo Mogo"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
107,"Rupert","Chapera"
9,"Jenna L.","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
107,"Rupert","Chapera"
9,"Jenna L.","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
107,"Rupert","Chapera"
9,"Jenna L.","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
24,"Alicia","Chapera"
45,"Big Tom","Chapera"
107,"Rupert","Chapera"
9,"Jenna L.","Chapera"
55,"Boston Rob","Chapera"
27,"Amber","Chapera"
24,"Alicia","Mogo Mogo"
45,"Big Tom","Mogo Mogo"
107,"Rupert","Mogo Mogo"
9,"Jenna L.","Mogo Mogo"
55,"Boston Rob","Mogo Mogo"
107,"Rupert",NA
9,"Jenna L.",NA
27,"Amber",NA
62,"Kathy",NA
55,"Boston Rob",NA
55,"Boston Rob",NA
9,"Jenna L.",NA
62,"Kathy",NA
45,"Big Tom",NA
24,"Alicia",NA
27,"Amber",NA
55,"Boston Rob",NA
71,"Shii Ann",NA
107,"Rupert",NA
55,"Boston Rob",NA
107,"Rupert",NA
71,"Shii Ann",NA
45,"Big Tom",NA
55,"Boston Rob",NA
45,"Big Tom",NA
55,"Boston Rob",NA
27,"Amber",NA
55,"Boston Rob",NA
27,"Amber",NA
55,"Boston Rob",NA
103,"Shawn","Drake"
107,"Rupert","Drake"
109,"Christa","Drake"
111,"Jonny Fairplay","Drake"
112,"Sandra","Drake"
103,"Shawn","Drake"
107,"Rupert","Drake"
109,"Christa","Drake"
111,"Jonny Fairplay","Drake"
112,"Sandra","Drake"
103,"Shawn","Drake"
107,"Rupert","Drake"
109,"Christa","Drake"
111,"Jonny Fairplay","Drake"
112,"Sandra","Drake"
103,"Shawn","Drake"
107,"Rupert","Drake"
109,"Christa","Drake"
111,"Jonny Fairplay","Drake"
112,"Sandra","Drake"
103,"Shawn","Drake"
107,"Rupert","Drake"
109,"Christa","Drake"
111,"Jonny Fairplay","Drake"
112,"Sandra","Drake"
103,"Shawn","Drake"
107,"Rupert","Drake"
109,"Christa","Drake"
111,"Jonny Fairplay","Drake"
112,"Sandra","Drake"
104,"Osten","Morgan"
105,"Andrew","Morgan"
106,"Ryan O.","Morgan"
108,"Tijuana","Morgan"
110,"Darrah","Morgan"
107,"Rupert",NA
104,"Osten","Morgan"
105,"Andrew","Morgan"
106,"Ryan O.","Morgan"
108,"Tijuana","Morgan"
110,"Darrah","Morgan"
104,"Osten","Morgan"
105,"Andrew","Morgan"
106,"Ryan O.","Morgan"
108,"Tijuana","Morgan"
110,"Darrah","Morgan"
103,"Shawn","Drake"
107,"Rupert","Drake"
109,"Christa","Drake"
111,"Jonny Fairplay","Drake"
112,"Sandra","Drake"
104,"Osten","Morgan"
105,"Andrew","Morgan"
106,"Ryan O.","Morgan"
108,"Tijuana","Morgan"
110,"Darrah","Morgan"
99,"Lillian","Outcasts"
100,"Burton","Outcasts"
100,"Burton",NA
107,"Rupert",NA
100,"Burton",NA
99,"Lillian",NA
107,"Rupert",NA
100,"Burton",NA
111,"Jonny Fairplay",NA
99,"Lillian",NA
100,"Burton",NA
111,"Jonny Fairplay",NA
110,"Darrah",NA
110,"Darrah",NA
111,"Jonny Fairplay",NA
99,"Lillian",NA
110,"Darrah",NA
100,"Burton",NA
111,"Jonny Fairplay",NA
110,"Darrah",NA
99,"Lillian",NA
82,"Janet","Jaburu"
84,"JoAnna","Jaburu"
85,"Jeanne","Jaburu"
86,"Shawna","Jaburu"
89,"Deena","Jaburu"
91,"Christy","Jaburu"
92,"Heidi","Jaburu"
96,"Jenna","Jaburu"
82,"Janet","Jaburu"
84,"JoAnna","Jaburu"
85,"Jeanne","Jaburu"
86,"Shawna","Jaburu"
89,"Deena","Jaburu"
91,"Christy","Jaburu"
92,"Heidi","Jaburu"
96,"Jenna","Jaburu"
83,"Daniel","Tambaqui"
87,"Roger","Tambaqui"
88,"Dave","Tambaqui"
90,"Alex","Tambaqui"
93,"Butch","Tambaqui"
94,"Rob C.","Tambaqui"
95,"Matthew","Tambaqui"
84,"JoAnna","Jaburu"
85,"Jeanne","Jaburu"
86,"Shawna","Jaburu"
89,"Deena","Jaburu"
91,"Christy","Jaburu"
92,"Heidi","Jaburu"
96,"Jenna","Jaburu"
84,"JoAnna","Jaburu"
85,"Jeanne","Jaburu"
86,"Shawna","Jaburu"
89,"Deena","Jaburu"
91,"Christy","Jaburu"
92,"Heidi","Jaburu"
96,"Jenna","Jaburu"
87,"Roger","Tambaqui"
88,"Dave","Tambaqui"
90,"Alex","Tambaqui"
93,"Butch","Tambaqui"
94,"Rob C.","Tambaqui"
95,"Matthew","Tambaqui"
87,"Roger","Tambaqui"
88,"Dave","Tambaqui"
90,"Alex","Tambaqui"
93,"Butch","Tambaqui"
94,"Rob C.","Tambaqui"
95,"Matthew","Tambaqui"
86,"Shawna","Jaburu"
89,"Deena","Jaburu"
90,"Alex","Jaburu"
94,"Rob C.","Jaburu"
95,"Matthew","Jaburu"
96,"Jenna","Jaburu"
87,"Roger","Tambaqui"
88,"Dave","Tambaqui"
91,"Christy","Tambaqui"
92,"Heidi","Tambaqui"
93,"Butch","Tambaqui"
87,"Roger","Tambaqui"
88,"Dave","Tambaqui"
91,"Christy","Tambaqui"
92,"Heidi","Tambaqui"
93,"Butch","Tambaqui"
89,"Deena",NA
88,"Dave",NA
89,"Deena",NA
96,"Jenna",NA
90,"Alex",NA
96,"Jenna",NA
95,"Matthew",NA
NA,NA,NA
94,"Rob C.",NA
95,"Matthew",NA
93,"Butch",NA
91,"Christy",NA
92,"Heidi",NA
96,"Jenna",NA
94,"Rob C.",NA
96,"Jenna",NA
95,"Matthew",NA
94,"Rob C.",NA
95,"Matthew",NA
96,"Jenna",NA
96,"Jenna",NA
67,"Jed","Sook Jai"
69,"Stephanie","Sook Jai"
70,"Robb","Sook Jai"
71,"Shii Ann","Sook Jai"
72,"Erin","Sook Jai"
73,"Ken","Sook Jai"
74,"Penny","Sook Jai"
75,"Jake","Sook Jai"
67,"Jed","Sook Jai"
69,"Stephanie","Sook Jai"
70,"Robb","Sook Jai"
71,"Shii Ann","Sook Jai"
72,"Erin","Sook Jai"
73,"Ken","Sook Jai"
74,"Penny","Sook Jai"
75,"Jake","Sook Jai"
67,"Jed","Sook Jai"
69,"Stephanie","Sook Jai"
70,"Robb","Sook Jai"
71,"Shii Ann","Sook Jai"
72,"Erin","Sook Jai"
73,"Ken","Sook Jai"
74,"Penny","Sook Jai"
75,"Jake","Sook Jai"
68,"Ghandia","Chuay Gahn"
76,"Ted","Chuay Gahn"
77,"Helen","Chuay Gahn"
78,"Jan","Chuay Gahn"
79,"Clay","Chuay Gahn"
80,"Brian","Chuay Gahn"
68,"Ghandia","Chuay Gahn"
76,"Ted","Chuay Gahn"
77,"Helen","Chuay Gahn"
78,"Jan","Chuay Gahn"
79,"Clay","Chuay Gahn"
80,"Brian","Chuay Gahn"
69,"Stephanie","Sook Jai"
70,"Robb","Sook Jai"
71,"Shii Ann","Sook Jai"
72,"Erin","Sook Jai"
73,"Ken","Sook Jai"
74,"Penny","Sook Jai"
75,"Jake","Sook Jai"
69,"Stephanie","Sook Jai"
70,"Robb","Sook Jai"
71,"Shii Ann","Sook Jai"
72,"Erin","Sook Jai"
73,"Ken","Sook Jai"
74,"Penny","Sook Jai"
75,"Jake","Sook Jai"
NA,NA,NA
76,"Ted","Chuay Gahn"
77,"Helen","Chuay Gahn"
78,"Jan","Chuay Gahn"
79,"Clay","Chuay Gahn"
80,"Brian","Chuay Gahn"
70,"Robb","Sook Jai"
71,"Shii Ann","Sook Jai"
72,"Erin","Sook Jai"
73,"Ken","Sook Jai"
74,"Penny","Sook Jai"
75,"Jake","Sook Jai"
76,"Ted","Chuay Gahn"
77,"Helen","Chuay Gahn"
78,"Jan","Chuay Gahn"
79,"Clay","Chuay Gahn"
80,"Brian","Chuay Gahn"
76,"Ted","Chuay Gahn"
77,"Helen","Chuay Gahn"
78,"Jan","Chuay Gahn"
79,"Clay","Chuay Gahn"
80,"Brian","Chuay Gahn"
76,"Ted","Chuay Gahn"
77,"Helen","Chuay Gahn"
78,"Jan","Chuay Gahn"
79,"Clay","Chuay Gahn"
80,"Brian","Chuay Gahn"
80,"Brian",NA
79,"Clay",NA
80,"Brian",NA
79,"Clay",NA
77,"Helen",NA
77,"Helen",NA
76,"Ted",NA
76,"Ted",NA
77,"Helen",NA
80,"Brian",NA
80,"Brian",NA
80,"Brian",NA
53,"Gabriel","Rotu"
56,"John","Rotu"
57,"Zoe","Rotu"
58,"Tammy","Rotu"
59,"Robert","Rotu"
61,"Paschal","Rotu"
62,"Kathy","Rotu"
63,"Neleh","Rotu"
53,"Gabriel","Rotu"
56,"John","Rotu"
57,"Zoe","Rotu"
58,"Tammy","Rotu"
59,"Robert","Rotu"
61,"Paschal","Rotu"
62,"Kathy","Rotu"
63,"Neleh","Rotu"
53,"Gabriel","Rotu"
56,"John","Rotu"
57,"Zoe","Rotu"
58,"Tammy","Rotu"
59,"Robert","Rotu"
61,"Paschal","Rotu"
62,"Kathy","Rotu"
63,"Neleh","Rotu"
53,"Gabriel","Rotu"
56,"John","Rotu"
57,"Zoe","Rotu"
58,"Tammy","Rotu"
59,"Robert","Rotu"
61,"Paschal","Rotu"
62,"Kathy","Rotu"
63,"Neleh","Rotu"
53,"Gabriel","Rotu"
56,"John","Rotu"
57,"Zoe","Rotu"
58,"Tammy","Rotu"
59,"Robert","Rotu"
61,"Paschal","Rotu"
62,"Kathy","Rotu"
63,"Neleh","Rotu"
53,"Gabriel","Rotu"
55,"Boston Rob","Rotu"
56,"John","Rotu"
57,"Zoe","Rotu"
58,"Tammy","Rotu"
59,"Robert","Rotu"
60,"Sean","Rotu"
64,"Vecepia","Rotu"
54,"Gina","Maraamu"
61,"Paschal","Maraamu"
62,"Kathy","Maraamu"
63,"Neleh","Maraamu"
54,"Gina","Maraamu"
61,"Paschal","Maraamu"
62,"Kathy","Maraamu"
63,"Neleh","Maraamu"
54,"Gina","Maraamu"
61,"Paschal","Maraamu"
62,"Kathy","Maraamu"
63,"Neleh","Maraamu"
55,"Boston Rob","Rotu"
56,"John","Rotu"
57,"Zoe","Rotu"
58,"Tammy","Rotu"
59,"Robert","Rotu"
60,"Sean","Rotu"
64,"Vecepia","Rotu"
62,"Kathy",NA
62,"Kathy",NA
58,"Tammy",NA
61,"Paschal",NA
60,"Sean",NA
58,"Tammy",NA
61,"Paschal",NA
63,"Neleh",NA
59,"Robert",NA
62,"Kathy",NA
64,"Vecepia",NA
60,"Sean",NA
62,"Kathy",NA
64,"Vecepia",NA
63,"Neleh",NA
35,"Carl","Samburu"
36,"Linda","Samburu"
37,"Silas","Samburu"
38,"Lindsey","Samburu"
41,"Brandon","Samburu"
42,"Frank","Samburu"
43,"Kim P.","Samburu"
44,"Teresa","Samburu"
35,"Carl","Samburu"
36,"Linda","Samburu"
37,"Silas","Samburu"
38,"Lindsey","Samburu"
41,"Brandon","Samburu"
42,"Frank","Samburu"
43,"Kim P.","Samburu"
44,"Teresa","Samburu"
35,"Carl","Samburu"
36,"Linda","Samburu"
37,"Silas","Samburu"
38,"Lindsey","Samburu"
41,"Brandon","Samburu"
42,"Frank","Samburu"
43,"Kim P.","Samburu"
44,"Teresa","Samburu"
35,"Carl","Samburu"
36,"Linda","Samburu"
37,"Silas","Samburu"
38,"Lindsey","Samburu"
41,"Brandon","Samburu"
42,"Frank","Samburu"
43,"Kim P.","Samburu"
44,"Teresa","Samburu"
39,"Clarence","Boran"
40,"Kelly","Boran"
45,"Big Tom","Boran"
46,"Lex","Boran"
47,"Kim J.","Boran"
48,"Ethan","Boran"
39,"Clarence","Boran"
40,"Kelly","Boran"
45,"Big Tom","Boran"
46,"Lex","Boran"
47,"Kim J.","Boran"
48,"Ethan","Boran"
36,"Linda","Samburu"
37,"Silas","Samburu"
38,"Lindsey","Samburu"
41,"Brandon","Samburu"
42,"Frank","Samburu"
43,"Kim P.","Samburu"
44,"Teresa","Samburu"
39,"Clarence","Boran"
40,"Kelly","Boran"
45,"Big Tom","Boran"
46,"Lex","Boran"
47,"Kim J.","Boran"
48,"Ethan","Boran"
37,"Silas","Boran"
39,"Clarence","Boran"
42,"Frank","Boran"
44,"Teresa","Boran"
47,"Kim J.","Boran"
48,"Ethan","Boran"
38,"Lindsey","Samburu"
40,"Kelly","Samburu"
41,"Brandon","Samburu"
43,"Kim P.","Samburu"
45,"Big Tom","Samburu"
46,"Lex","Samburu"
38,"Lindsey","Samburu"
40,"Kelly","Samburu"
41,"Brandon","Samburu"
43,"Kim P.","Samburu"
45,"Big Tom","Samburu"
46,"Lex","Samburu"
39,"Clarence","Boran"
42,"Frank","Boran"
44,"Teresa","Boran"
47,"Kim J.","Boran"
48,"Ethan","Boran"
44,"Teresa",NA
48,"Ethan",NA
46,"Lex",NA
48,"Ethan",NA
41,"Brandon",NA
42,"Frank",NA
46,"Lex",NA
NA,NA,NA
46,"Lex",NA
46,"Lex",NA
45,"Big Tom",NA
45,"Big Tom",NA
46,"Lex",NA
46,"Lex",NA
47,"Kim J.",NA
47,"Kim J.",NA
18,"Kel","Ogakor"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
18,"Kel","Ogakor"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
18,"Kel","Ogakor"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
30,"Keith",NA
25,"Jerri",NA
27,"Amber",NA
30,"Keith",NA
31,"Colby",NA
25,"Jerri",NA
26,"Nick",NA
NA,NA,NA
31,"Colby",NA
31,"Colby",NA
31,"Colby",NA
32,"Tina",NA
31,"Colby",NA
31,"Colby",NA
31,"Colby",NA
31,"Colby",NA
2,"B.B.","Pagong"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
2,"B.B.","Pagong"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
2,"B.B.","Pagong"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
3,"Stacey","Tagi"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
3,"Stacey","Tagi"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
8,"Greg",NA
8,"Greg",NA
10,"Gervase",NA
11,"Colleen",NA
9,"Jenna",NA
14,"Rudy",NA
10,"Gervase",NA
16,"Richard",NA
12,"Sean",NA
16,"Richard",NA
15,"Kelly",NA
15,"Kelly",NA
15,"Kelly",NA
15,"Kelly",NA
15,"Kelly",NA
